Shipment ID,Sales Person,Product,Country,Date,Amount,Boxes,Order Status
S0003-29843,SP22,P16,G3,26-Aug-25,4095,205,Shipped
S0003-29848,SP22,P22,G6,26-Aug-25,6234.75,260,Shipped
S0003-29851,SP22,P13,G1,26-Aug-25,13563,1357,Shipped
S0003-29852,SP22,P14,G2,26-Aug-25,2664,103,Shipped
S0003-29857,SP23,P02,G6,26-Aug-25,1129.5,50,Shipped
S0003-29859,SP23,P11,G6,26-Aug-25,2913.75,209,Shipped
S0003-29863,SP23,P04,G5,26-Aug-25,8565.75,714,Shipped
S0003-29864,SP23,P20,G3,26-Aug-25,2504.25,140,Cancelled
S0003-29869,SP24,P05,G2,26-Aug-25,1181.25,70,Shipped
S0003-29870,SP24,P02,G5,26-Aug-25,8079.75,337,Shipped
S0003-29874,SP24,P20,G3,26-Aug-25,2589.75,137,Shipped
S0003-29879,SP24,P13,G4,26-Aug-25,11056.5,851,Shipped
S0003-29880,SP24,P08,G1,26-Aug-25,6070.5,1012,Shipped
S0003-29885,SP25,P19,G1,26-Aug-25,2331,90,Shipped
S0003-29890,SP25,P14,G1,26-Aug-25,7218,278,Shipped
S0003-29891,SP25,P07,G5,26-Aug-25,13754.25,688,Shipped
S0003-29893,SP01,P07,G3,26-Aug-25,5676.75,406,Shipped
S0003-29898,SP01,P15,G3,26-Aug-25,1615.5,96,Shipped
S0003-29901,SP02,P17,G1,26-Aug-25,3280.5,469,Shipped
S0003-29905,SP04,P21,G5,26-Aug-25,2272.5,152,Shipped
S0003-29910,SP04,P05,G6,26-Aug-25,1548,104,Shipped
S0003-29911,SP05,P17,G2,26-Aug-25,5305.5,590,Shipped
S0003-29915,SP05,P13,G1,26-Aug-25,6084,870,Shipped
S0003-29919,SP05,P08,G2,26-Aug-25,4329,333,Shipped
S0003-29922,SP05,P12,G2,26-Aug-25,6673.5,352,Shipped
S0003-29924,SP05,P15,G5,26-Aug-25,1759.5,118,Shipped
S0003-29925,SP06,P11,G1,26-Aug-25,2290.5,209,Shipped
S0003-29928,SP06,P08,G2,26-Aug-25,6090.75,554,Shipped
S0003-29931,SP06,P04,G5,26-Aug-25,4149,461,Shipped
S0003-29933,SP07,P16,G6,26-Aug-25,19307.25,3218,Shipped
S0003-29938,SP07,P08,G1,26-Aug-25,4340.25,311,Shipped
S0003-29940,SP08,P06,G6,26-Aug-25,12593.25,504,Shipped
S0003-29943,SP08,P05,G2,26-Aug-25,5323.5,381,Shipped
S0003-29948,SP08,P08,G1,26-Aug-25,1579.5,113,Shipped
S0003-29953,SP08,P20,G2,26-Aug-25,10986.75,846,Shipped
S0003-29955,SP09,P11,G1,26-Aug-25,5404.5,541,Shipped
S0003-29957,SP09,P21,G2,26-Aug-25,2585.25,199,Shipped
S0003-29959,SP10,P04,G5,26-Aug-25,2313,257,Shipped
S0003-29960,SP10,P04,G3,26-Aug-25,9591.75,1599,Shipped
S0003-29963,SP10,P22,G3,26-Aug-25,5809.5,306,Shipped
S0003-29966,SP10,P14,G6,26-Aug-25,1557,112,Shipped
S0003-29967,SP10,P12,G5,26-Aug-25,4961.25,249,Shipped
S0003-29972,SP11,P06,G6,26-Aug-25,9823.5,351,Shipped
S0003-29973,SP11,P03,G3,26-Aug-25,5323.5,314,Shipped
S0003-29976,SP12,P07,G6,26-Aug-25,7024.5,440,Shipped
S0003-29980,SP12,P14,G4,26-Aug-25,4592.25,288,Shipped
S0003-29983,SP12,P10,G4,26-Aug-25,4313.25,270,Shipped
S0003-29984,SP12,P07,G3,26-Aug-25,7470,498,Shipped
S0003-29988,SP12,P06,G5,26-Aug-25,4214.25,169,Shipped
S0003-29992,SP14,P21,G4,26-Aug-25,4873.5,325,Shipped
S0003-29995,SP14,P07,G1,26-Aug-25,2295,164,Shipped
S0003-29996,SP14,P17,G3,26-Aug-25,2682,298,Shipped
S0003-29997,SP14,P17,G2,26-Aug-25,15896.25,1988,Shipped
S0003-29998,SP15,P15,G6,26-Aug-25,7051.5,471,Shipped
S0003-30003,SP15,P05,G2,26-Aug-25,6475.5,405,Shipped
S0003-30004,SP15,P18,G5,26-Aug-25,8311.5,308,Shipped
S0003-30006,SP15,P18,G6,26-Aug-25,6691.5,248,Cancelled
S0003-30007,SP15,P18,G2,26-Aug-25,6396.75,237,Shipped
S0003-30010,SP16,P08,G2,26-Aug-25,758.25,64,Shipped
S0003-30011,SP16,P08,G1,26-Aug-25,6214.5,479,Shipped
S0003-30016,SP16,P19,G1,26-Aug-25,5197.5,200,Shipped
S0003-30019,SP16,P11,G4,26-Aug-25,1462.5,147,Shipped
S0003-30021,SP16,P19,G1,26-Aug-25,1246.5,50,Shipped
S0003-30026,SP17,P14,G6,26-Aug-25,432,26,Shipped
S0003-30030,SP17,P16,G2,26-Aug-25,1521,218,Shipped
S0003-30033,SP17,P09,G1,26-Aug-25,3750.75,221,Shipped
S0003-30037,SP17,P01,G6,26-Aug-25,14577.75,1326,Shipped
S0003-30042,SP18,P05,G3,26-Aug-25,12060,804,Cancelled
S0003-30043,SP19,P18,G6,26-Aug-25,3690,142,Shipped
S0003-30045,SP19,P08,G6,26-Aug-25,3996,333,Shipped
S0003-30047,SP20,P14,G3,26-Aug-25,4317.75,288,Cancelled
S0003-30050,SP20,P14,G1,26-Aug-25,1377,92,Shipped
S0003-30054,SP20,P04,G4,26-Aug-25,9693,1616,Shipped
S0003-30059,SP20,P14,G6,26-Aug-25,11137.5,656,Cancelled
S0003-30061,SP20,P03,G2,26-Aug-25,7481.25,416,Cancelled
S0003-30066,SP20,P17,G6,26-Aug-25,3951,565,Shipped
S0003-30068,SP21,P11,G4,26-Aug-25,630,53,Shipped
S0003-30069,SP21,P05,G1,26-Aug-25,823.5,49,Shipped
S0003-30073,SP22,P22,G6,26-Aug-25,5217.75,261,Shipped
S0003-30077,SP22,P07,G5,26-Aug-25,3593.25,277,Shipped
S0003-30081,SP22,P08,G1,26-Aug-25,1669.5,129,Shipped
S0003-30085,SP22,P02,G1,26-Aug-25,5775.75,289,Shipped
S0003-30086,SP22,P15,G1,26-Aug-25,7125.75,396,Shipped
S0003-30090,SP23,P13,G2,26-Aug-25,13155.75,1880,Shipped
S0003-30095,SP24,P13,G6,26-Aug-25,17127,2141,Shipped
S0003-30100,SP25,P21,G2,26-Aug-25,5973.75,460,Shipped
S0003-30104,SP25,P22,G6,26-Aug-25,2670.75,149,Cancelled
S0003-30105,SP01,P12,G4,27-Aug-25,6509.25,261,Shipped
S0003-30106,SP01,P03,G1,27-Aug-25,4070.25,255,Shipped
S0003-30108,SP01,P13,G4,27-Aug-25,11371.5,1034,Shipped
S0003-30113,SP01,P04,G5,27-Aug-25,3573,298,Shipped
S0003-30114,SP02,P05,G3,27-Aug-25,8039.25,503,Shipped
S0003-30119,SP03,P20,G1,27-Aug-25,1098,53,Shipped
S0003-30122,SP04,P21,G2,27-Aug-25,3872.25,277,Cancelled
S0003-30124,SP04,P22,G4,27-Aug-25,7443,298,Shipped
S0003-30127,SP04,P20,G2,27-Aug-25,6943.5,331,Shipped
S0003-30132,SP04,P09,G1,27-Aug-25,2328.75,259,Shipped
S0003-30135,SP04,P06,G2,27-Aug-25,10440,653,Shipped
S0003-30139,SP04,P05,G1,27-Aug-25,5463,342,Shipped
S0003-30143,SP04,P04,G2,27-Aug-25,4479.75,345,Shipped
S0003-30144,SP05,P07,G4,27-Aug-25,7308,366,Shipped
S0003-30148,SP05,P20,G2,27-Aug-25,1012.5,54,Shipped
S0003-30150,SP05,P16,G6,27-Aug-25,785.25,36,Cancelled
S0003-30154,SP06,P18,G5,27-Aug-25,12215.25,453,Shipped
S0003-30155,SP06,P15,G2,27-Aug-25,1019.25,64,Shipped
S0003-30159,SP06,P20,G5,27-Aug-25,2990.25,158,Shipped
S0003-30162,SP06,P07,G5,27-Aug-25,2139.75,107,Shipped
S0003-30167,SP06,P21,G4,27-Aug-25,1770.75,161,Shipped
S0003-30169,SP07,P21,G1,27-Aug-25,14742,1053,Shipped
S0003-30174,SP07,P06,G2,27-Aug-25,2263.5,162,Shipped
S0003-30179,SP07,P17,G3,27-Aug-25,3458.25,145,Shipped
S0003-30183,SP07,P18,G2,27-Aug-25,3375,121,Shipped
S0003-30186,SP07,P22,G1,27-Aug-25,5823,254,Shipped
S0003-30187,SP07,P20,G5,27-Aug-25,10824.75,602,Shipped
S0003-30189,SP07,P03,G1,27-Aug-25,9562.5,598,Shipped
S0003-30192,SP07,P16,G2,27-Aug-25,13801.5,628,Shipped
S0003-30195,SP07,P08,G2,27-Aug-25,5132.25,856,Shipped
S0003-30198,SP08,P08,G1,27-Aug-25,18834.75,2691,Shipped
S0003-30200,SP08,P05,G4,27-Aug-25,4990.5,312,Shipped
S0003-30203,SP08,P04,G2,27-Aug-25,11034,789,Shipped
S0003-30206,SP08,P08,G5,27-Aug-25,2088,418,Shipped
S0003-30207,SP09,P15,G2,27-Aug-25,1050.75,66,Shipped
S0003-30210,SP09,P13,G2,27-Aug-25,9150.75,916,Shipped
S0003-30211,SP09,P07,G1,27-Aug-25,7971.75,443,Shipped
S0003-30216,SP09,P01,G1,27-Aug-25,9288,1032,Shipped
S0003-30221,SP09,P06,G1,27-Aug-25,4061.25,271,Shipped
S0003-30226,SP09,P21,G2,27-Aug-25,2961,247,Shipped
S0003-30230,SP09,P01,G1,27-Aug-25,7830,979,Shipped
S0003-30235,SP09,P03,G1,27-Aug-25,4662,275,Shipped
S0003-30236,SP09,P13,G2,27-Aug-25,12858.75,990,Shipped
S0003-30241,SP09,P12,G4,27-Aug-25,3235.5,125,Shipped
S0003-30246,SP09,P13,G1,27-Aug-25,2061,159,Shipped
S0003-30248,SP11,P01,G1,27-Aug-25,5832,531,Shipped
S0003-30250,SP11,P09,G1,27-Aug-25,1539,220,Shipped
S0003-30251,SP11,P19,G6,27-Aug-25,6081.75,265,Shipped
S0003-30252,SP11,P21,G2,27-Aug-25,2677.5,206,Shipped
S0003-30254,SP11,P17,G2,27-Aug-25,10989,440,Shipped
S0003-30258,SP11,P22,G2,27-Aug-25,4218.75,163,Shipped
S0003-30260,SP12,P17,G1,27-Aug-25,5863.5,245,Cancelled
S0003-30261,SP12,P16,G4,27-Aug-25,6619.5,331,Shipped
S0003-30264,SP12,P21,G6,27-Aug-25,9486,863,Shipped
S0003-30265,SP13,P15,G1,27-Aug-25,5177.25,288,Shipped
S0003-30266,SP13,P01,G2,27-Aug-25,1874.25,235,Shipped
S0003-30270,SP13,P21,G1,27-Aug-25,2112.75,163,Shipped
S0003-30275,SP13,P03,G1,27-Aug-25,2403,151,Shipped
S0003-30276,SP14,P05,G6,27-Aug-25,7060.5,372,Shipped
S0003-30278,SP14,P22,G3,27-Aug-25,6477.75,282,Shipped
S0003-30281,SP15,P02,G5,27-Aug-25,3192.75,146,Shipped
S0003-30286,SP15,P04,G6,27-Aug-25,3645,304,Shipped
S0003-30289,SP15,P16,G6,27-Aug-25,14064.75,640,Shipped
S0003-30290,SP15,P17,G1,27-Aug-25,4286.25,179,Shipped
S0003-30295,SP15,P19,G5,27-Aug-25,7249.5,303,Shipped
S0003-30297,SP15,P05,G1,27-Aug-25,4194,221,Shipped
S0003-30302,SP15,P07,G4,27-Aug-25,6945.75,331,Shipped
S0003-30304,SP15,P13,G5,27-Aug-25,5438.25,544,Shipped
S0003-30306,SP15,P10,G4,27-Aug-25,6777,565,Cancelled
S0003-30307,SP15,P20,G5,27-Aug-25,14251.5,792,Shipped
S0003-30308,SP16,P06,G4,27-Aug-25,9983.25,624,Shipped
S0003-30309,SP16,P19,G1,27-Aug-25,3267,131,Shipped
S0003-30313,SP16,P15,G1,27-Aug-25,5501.25,324,Shipped
S0003-30315,SP17,P04,G4,27-Aug-25,9866.25,897,Shipped
S0003-30318,SP17,P16,G1,27-Aug-25,963,49,Shipped
S0003-30320,SP17,P16,G1,27-Aug-25,11974.5,571,Shipped
S0003-30325,SP17,P16,G4,27-Aug-25,9267.75,422,Shipped
S0003-30327,SP17,P11,G1,27-Aug-25,1500.75,116,Cancelled
S0003-30330,SP18,P21,G5,27-Aug-25,6698.25,609,Shipped
S0003-30335,SP18,P09,G3,27-Aug-25,6948,772,Shipped
S0003-30338,SP18,P08,G5,27-Aug-25,5778,826,Shipped
S0003-30343,SP18,P20,G1,27-Aug-25,1856.25,104,Shipped
S0003-30346,SP19,P18,G1,27-Aug-25,11778.75,421,Shipped
S0003-30349,SP20,P08,G5,27-Aug-25,7195.5,900,Shipped
S0003-30352,SP20,P13,G4,27-Aug-25,6543,504,Cancelled
S0003-30357,SP20,P14,G1,27-Aug-25,6516,251,Shipped
S0003-30359,SP20,P01,G6,27-Aug-25,10422,948,Shipped
S0003-30362,SP20,P06,G1,27-Aug-25,14744.25,1054,Shipped
S0003-30363,SP20,P20,G5,27-Aug-25,3654,174,Shipped
S0003-30364,SP20,P07,G5,27-Aug-25,2580.75,130,Shipped
S0003-30369,SP21,P19,G2,27-Aug-25,6410.25,257,Cancelled
S0003-30374,SP21,P08,G1,27-Aug-25,2841.75,569,Shipped
S0003-30378,SP21,P10,G5,27-Aug-25,5418,387,Shipped
S0003-30382,SP21,P18,G4,27-Aug-25,3789,152,Shipped
S0003-30386,SP21,P03,G5,27-Aug-25,5334.75,334,Shipped
S0003-30387,SP22,P01,G1,27-Aug-25,12647.25,1581,Shipped
S0003-30390,SP22,P17,G2,27-Aug-25,10545.75,440,Shipped
S0003-30393,SP22,P21,G4,27-Aug-25,12654,904,Shipped
S0003-30395,SP22,P21,G3,27-Aug-25,16015.5,1335,Shipped
S0003-30398,SP22,P14,G1,27-Aug-25,5584.5,224,Shipped
S0003-30402,SP22,P07,G1,27-Aug-25,801,43,Shipped
S0003-30403,SP23,P08,G5,27-Aug-25,1914.75,383,Shipped
S0003-30408,SP23,P19,G3,27-Aug-25,10971,458,Shipped
S0003-30412,SP23,P22,G5,27-Aug-25,5508,240,Shipped
S0003-30414,SP23,P17,G5,27-Aug-25,8808.75,339,Shipped
S0003-30418,SP23,P06,G3,27-Aug-25,1446.75,112,Shipped
S0003-30420,SP24,P21,G2,27-Aug-25,299.25,25,Shipped
S0003-30425,SP24,P22,G5,27-Aug-25,4054.5,163,Shipped
S0003-30429,SP24,P22,G1,27-Aug-25,4288.5,187,Shipped
S0003-30430,SP24,P06,G4,27-Aug-25,15138,1082,Shipped
S0003-30435,SP25,P04,G2,27-Aug-25,1831.5,131,Shipped
S0003-30437,SP25,P08,G5,27-Aug-25,11436.75,2288,Shipped
S0003-30439,SP25,P08,G5,27-Aug-25,576,72,Shipped
S0003-30444,SP25,P15,G3,27-Aug-25,855,48,Shipped
S0003-30447,SP25,P10,G1,27-Aug-25,6387.75,533,Shipped
S0003-30451,SP25,P04,G2,27-Aug-25,2423.25,221,Shipped
S0003-30452,SP01,P15,G4,27-Aug-25,7922.25,467,Shipped
S0003-30454,SP01,P21,G4,27-Aug-25,8079.75,505,Shipped
S0003-30456,SP01,P03,G1,27-Aug-25,13268.25,738,Shipped
S0003-30458,SP03,P02,G1,27-Aug-25,6405.75,356,Shipped
S0003-30462,SP04,P01,G4,27-Aug-25,1278,107,Shipped
S0003-30466,SP04,P03,G4,27-Aug-25,3456,192,Shipped
S0003-30470,SP04,P17,G6,27-Aug-25,607.5,68,Shipped
S0003-30474,SP05,P21,G2,27-Aug-25,2963.25,198,Shipped
S0003-30477,SP05,P17,G3,27-Aug-25,18038.25,2255,Shipped
S0003-30480,SP05,P16,G2,27-Aug-25,8293.5,1037,Shipped
S0003-30485,SP05,P22,G6,27-Aug-25,4891.5,245,Shipped
S0003-30486,SP05,P08,G1,27-Aug-25,12980.25,999,Shipped
S0003-30487,SP06,P06,G2,27-Aug-25,13612.5,545,Shipped
S0003-30489,SP06,P06,G5,27-Aug-25,4097.25,158,Shipped
S0003-30490,SP06,P09,G2,27-Aug-25,582.75,37,Shipped
S0003-30491,SP07,P08,G5,27-Aug-25,3951,283,Shipped
S0003-30494,SP07,P11,G1,27-Aug-25,4486.5,374,Shipped
S0003-30498,SP08,P13,G6,27-Aug-25,7564.5,946,Shipped
S0003-30502,SP08,P11,G2,27-Aug-25,11556,1051,Shipped
S0003-30503,SP08,P17,G2,27-Aug-25,335.25,38,Shipped
S0003-30508,SP08,P08,G4,27-Aug-25,10730.25,895,Shipped
S0003-30509,SP10,P16,G6,27-Aug-25,7965,996,Shipped
S0003-30513,SP10,P15,G4,27-Aug-25,3930.75,246,Shipped
S0003-30517,SP10,P11,G1,27-Aug-25,1062,82,Shipped
S0003-30518,SP10,P05,G6,27-Aug-25,8118,580,Shipped
S0003-30523,SP10,P08,G4,27-Aug-25,11414.25,1038,Shipped
S0003-30527,SP11,P22,G2,27-Aug-25,5823,292,Shipped
S0003-30532,SP11,P17,G5,27-Aug-25,4830.75,604,Shipped
S0003-30537,SP11,P17,G5,27-Aug-25,7926.75,881,Shipped
S0003-30542,SP11,P21,G4,27-Aug-25,1959.75,123,Shipped
S0003-30545,SP12,P18,G2,27-Aug-25,6414.75,238,Shipped
S0003-30549,SP12,P06,G4,27-Aug-25,8448.75,325,Shipped
S0003-30553,SP12,P08,G1,27-Aug-25,983.25,71,Cancelled
S0003-30554,SP12,P18,G6,27-Aug-25,6959.25,290,Shipped
S0003-30557,SP13,P16,G1,27-Aug-25,13720.5,1716,Cancelled
S0003-30558,SP13,P03,G3,27-Aug-25,4963.5,311,Shipped
S0003-30562,SP14,P14,G3,27-Aug-25,735.75,44,Shipped
S0003-30565,SP14,P11,G6,27-Aug-25,2256.75,226,Cancelled
S0003-30569,SP15,P14,G6,27-Aug-25,4590,306,Shipped
S0003-30570,SP15,P01,G2,27-Aug-25,11236.5,1022,Shipped
S0003-30571,SP15,P05,G1,27-Aug-25,3881.25,278,Shipped
S0003-30575,SP15,P10,G1,27-Aug-25,5078.25,268,Shipped
S0003-30576,SP15,P08,G1,27-Aug-25,1266.75,116,Shipped
S0003-30581,SP16,P04,G6,27-Aug-25,14940,1868,Shipped
S0003-30584,SP16,P13,G5,27-Aug-25,6536.25,727,Shipped
S0003-30586,SP16,P11,G6,27-Aug-25,10811.25,832,Shipped
S0003-30589,SP16,P13,G1,27-Aug-25,4713.75,786,Shipped
S0003-30590,SP17,P06,G6,27-Aug-25,5859,226,Shipped
S0003-30592,SP19,P02,G5,27-Aug-25,3784.5,223,Shipped
S0003-30595,SP19,P08,G1,27-Aug-25,225,19,Shipped
S0003-30600,SP19,P04,G5,27-Aug-25,452.25,51,Shipped
S0003-30603,SP19,P07,G4,27-Aug-25,5121,366,Shipped
S0003-30607,SP20,P11,G6,27-Aug-25,2574,258,Shipped
S0003-30609,SP20,P07,G6,27-Aug-25,2769.75,185,Shipped
S0003-30614,SP20,P16,G4,27-Aug-25,11148.75,2230,Shipped
S0003-30618,SP20,P07,G1,27-Aug-25,13173.75,824,Shipped
S0003-30623,SP21,P12,G2,27-Aug-25,7078.5,322,Cancelled
S0003-30628,SP22,P19,G1,27-Aug-25,596.25,26,Shipped
S0003-30630,SP22,P22,G6,27-Aug-25,2812.5,157,Shipped
S0003-30635,SP22,P22,G4,27-Aug-25,5865.75,326,Shipped
S0003-30638,SP22,P08,G5,27-Aug-25,11495.25,885,Shipped
S0003-30640,SP23,P22,G1,27-Aug-25,7742.25,456,Shipped
S0003-30641,SP25,P19,G3,27-Aug-25,8772.75,338,Shipped
S0003-30644,SP25,P07,G3,27-Aug-25,5375.25,384,Shipped
S0003-30647,SP25,P21,G3,27-Aug-25,5262.75,405,Shipped
S0003-30650,SP25,P07,G6,27-Aug-25,1887.75,135,Shipped
S0003-30652,SP02,P03,G5,28-Aug-25,1617.75,96,Shipped
S0003-30655,SP04,P01,G1,28-Aug-25,983.25,110,Shipped
S0003-30656,SP06,P11,G4,28-Aug-25,1543.5,111,Cancelled
S0003-30660,SP06,P16,G3,28-Aug-25,6234.75,329,Shipped
S0003-30661,SP06,P06,G3,28-Aug-25,549,37,Shipped
S0003-30663,SP06,P08,G6,28-Aug-25,762.75,109,Shipped
S0003-30667,SP07,P03,G4,28-Aug-25,2292.75,164,Shipped
S0003-30670,SP07,P09,G5,28-Aug-25,7323.75,814,Shipped
S0003-30673,SP07,P14,G6,28-Aug-25,2841.75,114,Shipped
S0003-30676,SP07,P03,G5,28-Aug-25,4646.25,332,Shipped
S0003-30681,SP07,P14,G1,28-Aug-25,6810.75,284,Shipped
S0003-30686,SP07,P16,G2,28-Aug-25,9461.25,451,Shipped
S0003-30690,SP08,P06,G5,28-Aug-25,920.25,71,Shipped
S0003-30694,SP08,P12,G3,28-Aug-25,7166.25,266,Shipped
S0003-30696,SP09,P04,G1,28-Aug-25,6835.5,570,Shipped
S0003-30699,SP09,P12,G5,28-Aug-25,8356.5,335,Shipped
S0003-30704,SP09,P01,G3,28-Aug-25,2031.75,204,Shipped
S0003-30705,SP09,P09,G1,28-Aug-25,315,45,Shipped
S0003-30708,SP09,P05,G4,28-Aug-25,10399.5,612,Shipped
S0003-30712,SP10,P11,G1,28-Aug-25,2729.25,228,Shipped
S0003-30713,SP11,P15,G4,28-Aug-25,2148.75,127,Shipped
S0003-30716,SP11,P09,G3,28-Aug-25,3800.25,543,Shipped
S0003-30720,SP12,P17,G6,28-Aug-25,5406.75,226,Shipped
S0003-30725,SP14,P19,G5,28-Aug-25,2517.75,105,Shipped
S0003-30730,SP14,P19,G6,28-Aug-25,6500.25,283,Shipped
S0003-30734,SP14,P19,G6,28-Aug-25,2364.75,103,Shipped
S0003-30738,SP14,P07,G5,28-Aug-25,2574,123,Cancelled
S0003-30743,SP15,P20,G4,28-Aug-25,7602.75,363,Shipped
S0003-30748,SP15,P10,G4,28-Aug-25,5940,495,Shipped
S0003-30753,SP15,P03,G1,28-Aug-25,7411.5,495,Shipped
S0003-30756,SP15,P03,G4,28-Aug-25,2049.75,121,Shipped
S0003-30759,SP16,P03,G1,28-Aug-25,6988.5,466,Shipped
S0003-30763,SP17,P04,G3,28-Aug-25,7229.25,557,Shipped
S0003-30767,SP18,P10,G1,28-Aug-25,8201.25,586,Shipped
S0003-30769,SP18,P20,G2,28-Aug-25,21359.25,1018,Shipped
S0003-30770,SP19,P02,G4,28-Aug-25,6513.75,284,Shipped
S0003-30771,SP19,P01,G4,28-Aug-25,6338.25,577,Shipped
S0003-30776,SP22,P13,G5,28-Aug-25,4077,314,Shipped
S0003-30781,SP22,P18,G2,28-Aug-25,4153.5,154,Shipped
S0003-30785,SP23,P17,G4,28-Aug-25,9321.75,346,Shipped
S0003-30788,SP24,P21,G1,28-Aug-25,6273,571,Shipped
S0003-30790,SP24,P13,G2,28-Aug-25,1923.75,175,Shipped
S0003-30791,SP24,P06,G1,28-Aug-25,5397.75,386,Shipped
S0003-30792,SP25,P04,G1,28-Aug-25,8723.25,727,Shipped
S0003-30793,SP25,P19,G5,28-Aug-25,6147,268,Shipped
S0003-30798,SP25,P12,G1,28-Aug-25,10464.75,388,Shipped
S0003-30801,SP01,P14,G3,28-Aug-25,4605.75,329,Shipped
S0003-30806,SP01,P22,G6,28-Aug-25,6630.75,349,Shipped
S0003-30811,SP01,P22,G1,28-Aug-25,1779.75,99,Shipped
S0003-30812,SP02,P14,G1,28-Aug-25,1995.75,118,Shipped
S0003-30815,SP02,P06,G3,28-Aug-25,16501.5,635,Shipped
S0003-30817,SP03,P02,G6,28-Aug-25,4662,234,Shipped
S0003-30820,SP03,P12,G3,28-Aug-25,2709,129,Shipped
S0003-30823,SP04,P06,G5,28-Aug-25,6480,250,Shipped
S0003-30825,SP04,P04,G1,28-Aug-25,7443,1241,Cancelled
S0003-30827,SP04,P07,G2,28-Aug-25,1665,129,Shipped
S0003-30830,SP04,P09,G6,28-Aug-25,3240,191,Shipped
S0003-30832,SP04,P15,G4,28-Aug-25,2304,136,Shipped
S0003-30833,SP05,P10,G3,28-Aug-25,5793.75,322,Shipped
S0003-30838,SP05,P06,G1,28-Aug-25,918,36,Cancelled
S0003-30843,SP06,P19,G1,28-Aug-25,1730.25,67,Cancelled
S0003-30846,SP07,P22,G1,28-Aug-25,3856.5,215,Shipped
S0003-30851,SP07,P08,G6,28-Aug-25,4072.5,291,Shipped
S0003-30852,SP07,P09,G6,28-Aug-25,3199.5,189,Shipped
S0003-30856,SP08,P06,G2,28-Aug-25,1903.5,71,Shipped
S0003-30861,SP08,P12,G2,28-Aug-25,11234.25,592,Shipped
S0003-30862,SP08,P02,G2,28-Aug-25,213.75,12,Shipped
S0003-30867,SP08,P19,G5,28-Aug-25,6205.5,239,Shipped
S0003-30870,SP09,P11,G5,28-Aug-25,1028.25,86,Shipped
S0003-30873,SP09,P04,G3,28-Aug-25,6297.75,700,Shipped
S0003-30876,SP09,P12,G1,28-Aug-25,8860.5,422,Shipped
S0003-30878,SP09,P07,G2,28-Aug-25,1140.75,72,Shipped
S0003-30882,SP10,P08,G6,28-Aug-25,4000.5,308,Shipped
S0003-30884,SP10,P09,G4,28-Aug-25,8547.75,475,Shipped
S0003-30888,SP10,P14,G2,28-Aug-25,6050.25,379,Shipped
S0003-30889,SP10,P12,G4,28-Aug-25,1955.25,98,Cancelled
S0003-30894,SP10,P06,G1,28-Aug-25,10039.5,359,Shipped
S0003-30898,SP10,P15,G2,28-Aug-25,1068.75,72,Shipped
S0003-30903,SP10,P11,G2,28-Aug-25,5278.5,528,Shipped
S0003-30907,SP10,P09,G5,28-Aug-25,2682,149,Shipped
S0003-30911,SP11,P14,G5,28-Aug-25,7467.75,440,Shipped
S0003-30916,SP11,P15,G5,28-Aug-25,1264.5,85,Cancelled
S0003-30920,SP11,P22,G2,28-Aug-25,1660.5,88,Shipped
S0003-30923,SP11,P08,G2,28-Aug-25,2724.75,228,Shipped
S0003-30924,SP11,P19,G6,28-Aug-25,5672.25,227,Shipped
S0003-30925,SP12,P06,G6,28-Aug-25,16958.25,679,Shipped
S0003-30926,SP12,P12,G4,28-Aug-25,5215.5,261,Shipped
S0003-30927,SP12,P05,G4,28-Aug-25,5780.25,413,Shipped
S0003-30930,SP12,P21,G2,28-Aug-25,3249,217,Shipped
S0003-30932,SP12,P06,G6,28-Aug-25,2911.5,112,Shipped
S0003-30933,SP12,P05,G6,28-Aug-25,2211.75,148,Shipped
S0003-30938,SP12,P20,G6,28-Aug-25,666,56,Shipped
S0003-30943,SP12,P07,G4,28-Aug-25,99,7,Shipped
S0003-30947,SP13,P16,G3,28-Aug-25,339.75,49,Shipped
S0003-30948,SP13,P17,G3,28-Aug-25,3080.25,514,Shipped
S0003-30952,SP14,P15,G5,28-Aug-25,4743,264,Shipped
S0003-30953,SP14,P04,G6,28-Aug-25,9155.25,1018,Shipped
S0003-30954,SP14,P22,G1,28-Aug-25,5046.75,281,Shipped
S0003-30957,SP14,P06,G6,28-Aug-25,7103.25,264,Cancelled
S0003-30958,SP14,P06,G3,28-Aug-25,724.5,29,Shipped
S0003-30963,SP16,P12,G3,28-Aug-25,9101.25,434,Shipped
S0003-30968,SP16,P06,G2,28-Aug-25,6225.75,250,Shipped
S0003-30973,SP16,P13,G3,28-Aug-25,1437.75,160,Shipped
S0003-30978,SP16,P22,G2,28-Aug-25,6716.25,374,Shipped
S0003-30979,SP16,P22,G6,28-Aug-25,6455.25,340,Shipped
S0003-30981,SP16,P20,G5,28-Aug-25,5814,485,Shipped
S0003-30983,SP16,P15,G2,28-Aug-25,6203.25,365,Shipped
S0003-30988,SP16,P07,G2,28-Aug-25,1883.25,145,Shipped
S0003-30989,SP16,P18,G5,28-Aug-25,10039.5,402,Shipped
S0003-30992,SP16,P09,G2,28-Aug-25,4261.5,237,Shipped
S0003-30993,SP17,P05,G2,28-Aug-25,4167,261,Shipped
S0003-30996,SP17,P07,G2,28-Aug-25,4594.5,329,Shipped
S0003-31001,SP18,P11,G2,28-Aug-25,1984.5,153,Shipped
